,biz,grade,inspections_in_2012,inspections_in_2013,phone_num,violations_in_2012,violations_in_2013,violations_per_inspection
22226,CAROM CAFE BILLIARDS,B,8,2,7183588585,21,7,3
22227,POPEYE'S CHICKEN & BISCUITS,A,3,1,7182989000,10,3,3
22228,FA8070 HOT DOG CONCESSION,A,1,1,3124656000,1,1,1
22229,STATEN ISLAND 16 THEATRE,B,1,1,7182736098,3,1,1
22230,JOHNNY'S PIZZA RESTAURANT,A,2,1,7183656565,5,3,3
22231,LA OAXAQUENA RESTAURANT,C,2,4,2122837752,4,8,2
22232,La Marina Bar Restaurant,A,2,4,3474459230,5,18,4
22233,THE THIRSTY SCHOLAR,B,3,2,2127776514,6,10,5
22234,BUSTAN,A,1,1,2125955050,2,3,3
22235,J.J. BUBBLES,B,4,1,9178039417,8,1,1
22237,CREDIT SUISSE,A,1,1,2125389456,1,1,1
22238,PRINCESS PIZZA & RESTAURANT,A,2,2,7187889111,5,5,2
22239,TASTE OF CHINA,P,1,3,7189416965,3,6,2
22240,SAPITO'S SPORTS BAR & GRILL,B,2,1,7184096556,13,3,3
22242,DELIGHT DONUTS,B,1,6,7186265953,2,17,2
22243,LATINO RESTAURANT,P,7,8,3479189980,36,35,4
22244,EL NUEVO ROBLE BILLARES RESTAURANT,B,4,2,7185381703,13,7,3
22245,MAYAHUEL,B,4,1,2122535888,12,3,3
22246,S. I. PANDA RESTAURANT,B,6,2,7188168896,13,6,3
22247,PETE'S CANDY STORE,B,4,1,7183023770,18,1,1
22248,RED MANGO,C,1,4,7184947900,3,15,3
22249,LANDSDOWNE ROAD,B,2,1,2122398020,8,2,2
22250,ACE BAGEL & ROLL,A,0,0,7189397618,0,0,0
22251,OCEAN GRILL,A,1,1,2125792300,1,1,1
22252,SELAMAT PAGI,B,4,3,7187011630,17,9,3
22253,IL BASTARDO,B,3,4,2126755980,7,15,3
22254,ANTONIOS TRATTORIA,B,3,2,7187336630,11,7,3
22255,SHING WONG RESTAURANT,C,2,4,7183362338,13,14,3
22256,NEW KISSENA CHINESE FOOD,P,2,7,7183535707,10,19,2
22257,AKIN GUMP,A,1,3,2124073132,1,4,1
22258,JERRY'S PIZZA,A,1,3,7183257305,2,7,2
22259,NEW GARDEN CHINESE RESTAURANT,B,2,1,7187788496,10,3,3
22260,WAH KWOON KITCHEN,P,1,5,7183890621,2,17,3
22261,ALEEF COFFEE HOUSE,B,1,2,2125642723,1,9,4
22262,LUCKY'S CAFE,A,3,1,2126833111,8,4,4
22263,CREPERIE,A,1,1,2129795543,2,1,1
22264,BAGELS 'N MORE,C,0,2,7188534450,0,6,3
22265,ABC BEER CO.,A,1,0,6464227103,2,0,0
22266,FRANK & DANNY'S PIZZERIA,C,1,1,7183171100,3,3,3
22267,101 TAIWANESE CUISINE,B,1,3,7188868600,3,12,4
22268,GYRO-VILLAGE,A,4,2,7183664976,9,4,2
22269,CHARLEY'S GRILLED SUBS,A,2,4,7183383083,7,7,1
22270,LIN'S GOLDEN WHEEL CHINESE RESTAURANT,B,4,2,7189336533,16,7,3
22271,ALMASRY RESTAURANT,P,0,4,7187890546,0,11,2
22272,FINNEGAN'S WAKE,A,1,1,2127373664,2,3,3
22273,EMPIRE RESTAURANT OF 1635,B,4,4,2129232467,13,13,3
22274,NORTH SHORE TOWERS AND COUNTRY CLUB,B,2,2,5166599219,11,8,4
22275,CAFE METRO,B,3,1,2123988788,9,1,1
22276,INDIRA'S,A,0,2,7184555550,0,4,2
22277,NEW HAN YANG SUSHI,A,2,1,7188866678,4,2,2
22278,COSMOS RESTAURANT,A,2,1,7182991925,6,2,2
22279,HARRIET'S KITCHEN,P,3,4,2127210045,9,14,3
22280,LITTLE CAESARS,B,1,1,3476571722,3,3,3
22281,FRIENDS COFFEE SHOP,B,4,4,7182616317,14,15,3
22282,THE CONTINENTAL,A,1,1,7188750400,2,3,3
22283,GRAND SICHUAN,C,4,4,2126450222,14,23,5
22284,JOHN'S PIZZERIA AND RESTAURANT,B,1,3,7185231381,2,11,3
22285,PEELS RESTAURANT,B,3,4,2122540927,5,15,3
22286,NEW YORK SPORTS GRILL,A,1,3,7186566210,3,9,3
22287,YAMASA RESTAURANT,A,0,2,7182727110,0,3,1
22288,CIRCA,P,2,6,2122443730,8,22,3
22289,GAONNURI,C,0,4,2129719045,0,15,3
22290,NEW WING HING III CHINESE RESTAURANT,C,1,4,7188168888,3,12,3
22291,JJ DELI,P,4,5,7183925500,12,18,3
22292,EL CASTILLO RESTAURANT,A,1,1,7184508694,3,3,3
22293,TRUMP CAFE & GRILL,C,6,4,2127157290,22,18,4
22295,FOODZ TO GO,B,3,2,7187088393,10,8,4
22297,CLIFFORD CHANCE CAFETERIA,A,1,1,2128788287,1,3,3
22298,Bernaldo & Antonio Grande,A,0,1,2128151087,0,1,1
22299,DIPPIN DOTS,A,1,1,7182715551,1,1,1
22300,BURGER KING,A,2,1,7184985574,7,2,2
22301,AIK BUCKS,P,1,3,3475364724,3,5,1
22302,Dunkin Donuts,B,1,1,7187985266,1,1,1
22303,COCOA BAR,B,4,1,7184994080,8,2,2
22304,STARBUCKS COFFEE,A,1,1,2125994368,1,3,3
22305,BAGEL WORKS,C,1,4,2127446444,2,13,3
22306,CHRIS CARIBBEAN & AMERICAN RESTAURANT,B,1,1,3472401669,1,2,2
22307,THE BURGER BISTRO,A,1,2,7188338533,2,6,3
22308,KELLY D JAMAICAN AND AMERICAN RESTAURANT,P,6,4,7186582300,30,12,3
22310,HARU GINGER SUSHI,C,4,3,7188338818,22,14,4
22311,LE PAIN QUOTIDIEN,A,1,1,2128771200,1,1,1
22312,CAFE PICK ME UP,C,4,3,2126737231,15,11,3
22313,GIMME COFFEE,B,3,5,2122264011,8,12,2
22314,Iron Sushi,P,1,2,2127727680,2,5,2
22315,MULTI TASTES DINER,B,4,2,2125878880,14,5,2
22316,EL CONUCO RESTAURANT,B,1,1,7187265228,1,2,2
22317,DUNKIN' DONUTS,C,3,1,2127401808,10,2,2
22318,SUNBURST ESPRESSO BAR,C,4,3,2126741702,13,9,3
22320,GOOD SHEPHERD SERVICES,A,1,1,2124754245,3,1,1
22322,BECO,B,3,3,7185991645,14,11,3
22323,YUMMY BAKERY,A,0,2,7184388688,0,8,4
22324,SPIKE HILL,A,0,1,7182189737,0,3,3
22325,CROSBY COFFEE,A,2,1,6466967346,4,3,3
22326,STANLEY AVE RESTAURANT,B,2,1,7186496228,6,2,2
22327,NEW PROSPERITY DUMPLING,A,5,2,2123430683,22,5,2
22328,KUKARAMAKARA RESTAURANT,P,6,3,2129231210,17,6,2
22329,DI FARA PIZZERIA,P,0,4,7182581367,0,13,3
22330,SOPHIES CUBAN CUISINE,A,0,1,7182430911,0,2,2
22331,BASTA PASTA RESTAURANT,B,3,3,2123660888,12,8,2
22332,RICHIE'S PLACE,B,4,4,7182974006,12,14,3
22333,I LOVE NY PIZZA,A,3,2,7188603446,6,5,2
22334,COURTSIDE CAFE,C,1,1,6467835422,2,3,3
22335,PIZZA JARDEN,A,1,2,7188468560,2,5,2
22336,WEISS CAFE ROCKEFELLER UNIVERSITY,B,1,4,2123278890,3,7,1
22337,YUMMY SUSHI,C,0,4,2124592100,0,5,1
22338,THE COACHMAN 'S INN  BAR,A,2,6,7183248263,6,11,1
22341,LOS ARRIEROS RESTAURANT,P,3,2,7188983359,7,9,4
22343,IHOP,B,3,5,2122344747,14,14,2
22344,PETER DILLON'S BAR,B,4,2,2122133998,16,3,1
22345,HIDEAWAY,A,4,1,2123345775,10,2,2
22346,BURGER KING,A,1,1,9179406122,2,1,1
22347,AU BON PAIN,A,0,2,7183741409,0,4,2
22348,CARMINES II,A,1,2,7182188770,4,4,2
22350,SUSHI SUSHI,P,0,2,2128667876,0,4,2
22351,KARLOFF,B,3,2,3476894279,8,4,2
22352,GINZA JAPANESE RESTAURANT,A,1,0,7185399531,1,0,0
22353,D'OASIS BAR RESTAURANT,P,4,5,7188217683,15,21,4
22354,NEW CHINA FRESH RESTAURANT,P,4,3,7188491888,12,9,3
22355,SUSHI YOU,B,3,4,2127522987,8,14,3
22356,ZISLICK,B,1,1,3473356815,3,1,1
22357,BIG CINEMAS BOMBAY,A,1,1,7184630335,1,2,2
22358,FIVE GUYS BURGERS AND FRIES,A,1,1,2125646115,1,1,1
22359,PIE FACE,A,0,2,8608701274,0,5,2
22360,CRUMBS BAKE SHOP,A,1,1,2127647100,2,2,2
22361,MANGEZ AVEC MOI,C,4,5,2123850008,17,17,3
22362,LUNDY'S CAFE,A,1,2,9172955819,5,2,1
22363,bCHOPSTICKS HOUSE,A,0,1,7186054230,0,3,3
22364,YIYI RANG,A,1,0,7188190007,1,0,0
22366,CAFE BRAVO,A,3,2,2122698900,11,6,3
22367,ALLIANZ CAFETERIA,A,1,1,2127393664,2,4,4
22368,SANDY'S DELI & ROTI,P,3,1,7186598000,6,3,3
22369,MORNING STAR RESTAURANT,B,2,3,2122461593,3,10,3
22370,KIKU ASIAN BISTRO,B,5,4,7186383366,24,11,2
22371,PRESS KITCHEN,A,1,1,7185958100,2,1,1
22372,PETES PIZZERIA & RESTAURANT,B,1,1,7187455442,2,4,4
22373,PETIT CREVETTE,A,2,1,7188552632,4,2,2
22374,AVENUE PIZZA,P,4,5,7184952484,6,18,3
22375,5 ACES BAR,P,0,4,6465335082,0,21,5
22376,ZEN VEGETARIAN INC,A,0,2,7182822225,0,6,3
22377,EQUESTRIS,B,1,2,7182153308,1,9,4
22378,162-4 AVE B BAR,A,0,2,6314774041,0,8,4
22379,GOLDEN WOK'S,P,0,3,7183922333,0,13,4
22381,STITCH BAR,B,4,2,2128524826,18,7,3
22382,ZARO'S BAKERY,B,1,1,2123767619,2,2,2
22383,SOFRITO,B,3,0,2127545999,8,0,0
22384,NEW CHUNG MEE RESTAURANT,P,5,5,7188561220,23,7,1
22385,KING CRUST JA WEST INDIAN & AMERICAN RE,A,3,2,7182762912,8,2,1
22386,"Fontanas""",C,3,3,2123346740,10,11,3
22387,CAROL'S BUN,P,3,3,2125660203,15,13,4
22388,MCDONALD'S,C,5,4,7184930800,27,13,3
22389,AIR BAR/ NY DELI/ TIM HORTONS,P,1,4,7187250002,2,11,2
22390,JEWEL BAKO,C,4,3,2129791012,17,12,4
22391,SHINJUKU,B,1,4,7189344273,3,16,4
22392,EMERALD RESTAURANT,B,3,0,7182752045,8,0,0
22393,FUZHOU ANPING FISHBALL,A,0,2,2126086660,0,8,4
22394,VIDEOLOGY,A,1,1,7187823468,1,3,3
22395,GINZA,B,2,2,2128887898,5,6,3
22396,AMBAR,C,7,3,7183663635,10,6,2
22397,DADA'S COFFEE SHOP,C,2,1,7184094945,4,3,3
22398,CIAO FOR NOW,A,4,2,2126772616,13,8,4
22399,BREAK BAR & BILLARDS,A,2,1,7187775400,6,2,2
22400,CAFFEE EXPRESS,B,2,3,7182745980,5,7,2
22401,STARBUCKS COFFEE,A,2,1,9174922452,5,1,1
22402,BIG APPLE CAFE,A,2,1,2129322300,5,3,3
22403,SUNSET DINER,P,2,5,7183492777,5,15,3
22404,BONA PIZZA,P,1,5,7188568226,2,19,3
22405,CAFFE RUSTICO,A,2,1,7183573737,5,2,2
22407,STUDIO SQUARE EVENT HALL,A,1,2,7183831001,1,3,1
22408,POPEYES CHICKEN & BISCUITS,B,1,1,7184659510,4,3,3
22409,NEW WOK,C,2,1,7182925132,7,3,3
22410,BARUCH COLLEGE,C,4,4,6463124871,20,15,3
22411,RUTHYS BAKERY & CAFE,C,5,2,2124638800,16,8,4
22412,PERFECTO PIZZERIA,B,4,3,2127216130,10,8,2
22413,ARLENE'S GROCERY,B,1,0,2123581633,2,0,0
22414,KUM GANG SAN KOREAN RESTAURANT,P,4,5,2129670909,12,27,5
22415,BANGKOK 2 THAI,B,1,4,2124734480,2,23,5
22416,RICE TO RICHES,A,2,4,2122740008,3,13,3
22418,INDIAN TAKE OUT CAFE INC,A,1,1,7185655131,3,3,3
22419,BAJA FRESH,A,1,1,2125992252,3,3,3
22420,FRESCO BAR CAFE RESTAURANT,C,5,6,7182253500,17,13,2
22421,NAGLE BAKERY,A,0,1,6464769462,0,3,3
22422,JIMBOS HAMBURGER,B,3,1,2129421642,10,6,6
22423,AUNTIE ANN'S PRETZELS,A,1,1,2122396882,1,2,2
22424,CHA CHAN TANG,C,4,4,2125772888,14,16,4
22425,BOWLMOR LANES,B,2,2,2122558188,7,7,3
22426,PRET A MANGER,B,2,1,6464970510,4,2,2
22427,NEIR'S TAVERN,B,4,3,7182960600,14,8,2
22428,DUFFY'S,B,3,1,7184479276,7,2,2
22429,PJ'S COCKTAIL LOUNGE,C,3,5,9177503153,5,12,2
22430,mixxed,A,0,1,7184376407,0,3,3
22431,MCDONALD'S,B,3,0,6466721381,9,0,0
22433,DER KRUNG,B,0,4,2123972036,0,14,3
22434,Princeton Club,C,1,6,2125961272,4,26,4
22435,PANERA BREAD,A,0,4,2128287028,0,14,3
22437,DUBLIN HOUSE,A,1,0,2128749528,1,0,0
22438,LA SABROSURA DE BROADWAY,B,4,4,7187267946,10,15,3
22439,MERCADITO,C,4,2,2125296490,21,9,4
22440,168 BOWERY HOLDING LLC,A,1,1,2129662842,2,2,2
22441,ROCKAWAY CAFE,B,0,4,7186878507,0,21,5
22442,THE GAF,B,4,2,2122622883,12,8,4
22443,HAMPTON INN,B,3,1,2125714400,8,2,2
22444,VINNIE'S PIZZERIA/ LUNCHEONETTE,B,3,4,7186452401,7,13,3
22445,REGINA CATERERS,A,2,3,7182560829,6,9,3
22448,MARIA'S PIZZERIA RESTAURANT,B,3,1,7186271003,8,2,2
22449,SUBWAY,A,1,4,3472469647,2,10,2
22450,SONNIER & CASTLE,B,1,1,2129576481,2,2,2
22451,SPRITZENHAUS,C,2,4,3479874630,5,11,2
22452,GOLDEN GATE EXPRESS,B,6,1,7188840077,18,1,1
22453,ZEKE'S,A,2,1,7188361600,5,2,2
22454,SOB's,B,1,4,2122434940,2,15,3
22455,SUBWAY,A,1,1,7183560662,2,1,1
22456,WHISKEY SODA LOUNGE NY,A,0,2,7187972895,0,4,2
22457,MINGLES CAFE,B,2,0,7183209505,3,0,0
22458,YOLANDA RESTAURANT,B,0,3,7182771737,0,12,4
22459,CARROT TOP PASTRIES II,P,0,5,2125691532,0,10,2
22460,DOMINIE'S HOEK,C,7,3,9173533040,24,20,6
22461,BAR NONE,C,4,1,2127776663,14,2,2
22462,RECUERDO RESTAURANT,A,0,1,7183591370,0,2,2
22463,LOS AMIGOS MEXICAN RESTAURANT,P,7,4,7187268708,21,13,3
22464,SUBWAY,A,2,0,7187962730,5,0,0
22465,JOE'S BAR & GRILL,A,4,1,7183729595,10,2,2
22466,YANG KEE'S NO.1 CHINESE KITCHEN,A,0,1,7188488922,0,2,2
22467,STACKS TAVERN,B,1,3,7185499771,2,10,3
22468,NEW GIA LAM VIETNAMESE FOOD,B,0,4,7185670800,0,13,3
22470,Niva Novotel Gift / Coffee Shop,A,0,3,2123150100,0,5,1
22471,NATIONAL RESTAURANT & CATERING,A,2,4,7186461225,7,20,5
22472,SKY BLUE KARAOKE,C,3,6,7189392222,17,21,3
22473,HOP LEE RESTARANT,B,4,2,2129626475,15,8,4
22474,FLAVAS INTERNATIONAL GRILL,B,1,2,7182922900,3,5,2
22475,THE BREAD FACTORY CAFE,A,1,5,2122796665,2,15,3
22476,SALUD ES RIQUEZA / HERBALIFE,A,0,2,7186879954,0,8,4
22477,VANILLA CAFE,P,4,1,7187622888,10,1,1
22478,BIG APPLE CHINESE AND JAPANESE RESTAURANT,C,2,1,7188861118,6,2,2
22479,PARA TI COLOMBIA CON SABO,B,1,1,7182986096,3,3,3
22480,MARRAKECH AL-HAMRA,A,3,1,6466197340,5,2,2
22481,MOE'S SOUTHWEST GRILL,A,1,1,7189798226,2,3,3
22482,TIENGARDEN VEGAN KITCHEN,A,0,3,2123881364,0,10,3
22483,JOHN'S DELI,B,4,1,7187144377,15,2,2
22484,LA SORRENTINA PIZZERIA RESTAURANT,A,1,5,7188364391,3,13,2
22485,LA NUEVA COLOMBIA BAKERY,P,5,6,7183963399,17,23,3
22486,MANNY'S CAFE FAMILY RESTAURANT,B,1,4,7186459005,3,12,3
22487,V-Stop,A,1,1,2128464847,3,2,2
22488,CHIKURIN,C,5,4,7188962900,20,18,4
22489,CHINA HONG RESTAURANT,P,4,5,7188581818,12,17,3
22490,ROEBLING PIZZA,B,1,3,7187825042,4,9,3
22491,ECUA VILLA COFFEE SHOP,C,2,5,7185382369,8,12,2
22492,IMPERIAL THEATRE,A,2,2,2125867610,7,5,2
22493,TALK OF THE TOWN,A,1,1,7189489442,2,1,1
22494,WA JEAL,C,2,5,2123963339,5,18,3
22495,ABRAHAM RESTAURANT,B,1,4,3475907591,2,21,5
22496,CHOP'T,A,1,4,6463365523,4,13,3
22497,NO 1 CHINESE RESTAURANT,P,4,1,2129280245,18,3,3
22498,BOULEVARD CAFE,B,3,2,7183812442,7,6,3
22499,HUMMUS PLACE,A,2,1,2125299198,6,2,2
22500,TINA AFRICAN RESTAURANT,B,0,2,3474793457,0,5,2
22501,LITTLE PURITY,A,1,1,7183691722,2,2,2
22502,PARRILLA LATINA STEAKHOUSE,C,5,5,7185435580,22,16,3
22503,DUNKIN DONUTS,A,0,1,2125889495,0,4,4
22504,KENNEDY FRIED CHICKEN,P,5,4,2122225422,14,18,4
22505,FRIED FRANK CAFETERIA,A,1,1,2128598041,3,3,3
22506,THE IRON HORSE,C,4,4,6465465426,16,18,4
22507,MULHOLLAND'S,B,5,3,7184867486,19,11,3
22508,BRIGHT STAR CHINESE FOOD,P,5,3,7186556688,17,7,2
22509,TAQUERIA DE LOS MUERTOS,C,4,4,7184840310,26,15,3
22510,FULL MOON SALOON,A,1,1,7187459653,1,3,3
22511,YOGURBERRY,A,0,1,7183992898,0,2,2
22512,KUNG FU TEA KISSENA,P,1,4,7187557900,1,13,3
22513,ORANGE TEA HOUSE,B,3,1,2126258888,5,1,1
22514,LOS MOLINOS BAKERY & RESTAURANT,A,0,2,7188211294,0,3,1
22515,Brickhouse Pizzeria,B,0,3,7183845551,0,10,3
22516,THE DIAMOND,A,3,0,7183835030,5,0,0
22517,WENDY'S,A,1,0,7186689203,2,0,0
22518,LTK LITTLE THAI KITCHEN,C,7,6,2126445353,19,17,2
22519,CC'S CAFE,C,4,4,6466382800,8,10,2
22520,RED MANGO FROZEN YOGURT,A,1,3,7184804444,3,8,2
22521,"MATESE CATERERS, RISTORANTE & PIZZERIA",C,4,2,7183520298,11,4,2
22522,TACO BELL/PIZZA HUT EXPRESS,B,5,3,2126458645,17,13,4
22523,TACK'S CHINESE TAKE OUT,A,1,1,7189839854,3,2,2
22524,WHITE CASTLE,A,0,2,7182314978,0,6,3
22525,ENERGY FUEL,P,3,5,7184918686,9,17,3
22526,THE BOWERY BALLROOM,A,1,4,2125332111,2,12,3
22527,CAFE BOULIS,A,2,4,7188061014,7,9,2
22528,TRIONA'S BAR RESTAURANT,A,0,1,6464484671,0,2,2
22529,SUBWAY,A,1,1,2127775500,1,1,1
22530,REUTERS CAFETERIA,A,1,1,6462236520,3,3,3
22531,COLONIE,B,3,4,7188557500,8,16,4
22532,BOBBY VAN'S GRILL,A,1,1,2125752599,2,1,1
22533,GELATO TI AMO,B,3,2,2124322800,9,5,2
22534,MCDONALD'S,A,1,1,7183722859,2,1,1
22535,SOL HYANG GEE BBQ,P,5,3,7183538160,19,11,3
22536,APERITIVO PIZZA BAR,B,4,1,2127589400,10,3,3
22538,COOKIE PARTY(@TOY ''R'' US),A,2,1,9176796766,2,2,2
22539,FAMOUS PIZZA,B,3,2,7182055000,5,4,2
22540,INDUS VALLEY,A,3,1,2122229222,9,2,2
22541,THE TOOL BOX,A,2,2,2123481288,15,5,2
22542,NY Botanical Garden (stone mill bldg),A,1,2,7182200300,2,8,4
22543,DUNKIN' DONUTS,A,2,1,7182253040,7,3,3
22544,MCDONALD'S,P,3,2,7184346413,8,4,2
22546,RANDOM HOUSE,B,1,3,2125474455,3,8,2
22547,PONGSRI THAI RESTAURANT,B,4,4,2123493132,14,18,4
22548,SUZAN KITCHEN,A,1,1,2122885002,1,2,2
22549,HIGH CLASS PIZZA,A,3,2,7183471696,10,4,2
22550,HAO WEI,B,3,1,2126869888,7,1,1
22552,SPRINKLES CUPCAKES,A,1,1,2122078375,2,1,1
22553,THE ELLINGTON,A,0,3,2122224050,0,8,2
22554,CHEZ MACOULE RESTAURANT,A,1,1,3473004481,3,4,4
22555,KENNEDY FRIED CHICKEN & PIZZA,A,0,1,9173128322,0,3,3
22556,TROPICAL RESTAURANT,A,2,4,7188212600,4,15,3
22557,GREAT WALL KITCHEN,B,4,3,7186330781,11,7,2
22558,6321 YUAN BAO,P,4,2,7188361663,8,7,3
22559,C & C DELI COFFEE SHOP & PASTRY,B,4,3,3473469824,13,6,2
22560,SPIN CITY CAFE & BILLARDS,B,4,4,7185071660,17,15,3
22561,PERGOLA 36,P,0,0,2126794842,0,0,0
22562,KING FOO,B,1,1,2124270144,3,2,2
22563,LUZ DE AMERICA RESTAURANT,C,4,4,7185612060,14,13,3
22564,PANDA RESTAURANT,B,2,1,7186018942,4,1,1
22565,GIGI'S PIZZERIA,B,4,2,7183529200,20,6,3
22566,MAMA JOY'S,B,2,3,3472952227,11,17,5
22567,HALE & HEARTY SOUPS,A,2,1,2125759090,4,1,1
22568,SUBWAY,B,5,2,7186771060,14,3,1
22569,GOLDEN STAR LIN RESTAURANT INC,A,0,1,7189812828,0,2,2
22570,CAFE GITANE,B,2,4,2122554113,9,10,2
22571,MARU,C,2,4,2122733413,9,18,4
22572,UDU SHABU SHABU/MAPO SZECHUAN,P,7,4,7189393808,28,13,3
22573,EL TORITO RESTAURANT & BAR,A,3,1,7188760677,9,2,2
22574,TOAST,B,3,3,2126621144,10,6,2
22575,ABC CHINESE RESTAURANT,B,2,4,2123469390,7,20,5
22576,SEERSUCKER RESTAURANT,A,0,1,7184220444,0,2,2
22577,Porto Bello Pizzeria & Restaurant,P,0,2,7182048766,0,4,2
22578,HANOI SANDWICH,A,0,3,9178222551,0,5,1
22579,CRIMINAL COURT BLDG CAFETERIA,A,1,1,2129621037,3,2,2
22580,CHORSU SAMARKANDA,C,2,4,7183394397,8,15,3
22581,CAFE MOMO,A,0,2,7187444721,0,4,2
22582,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,A,3,1,7187981757,10,2,2
22583,PAPA JOHN'S,P,2,8,7186817272,4,23,2
22584,EL MOLINO ROJO RESTAURANT,P,10,4,7185389642,49,18,4
22585,JACK'S RESTAURANT & BAR,B,3,3,2128698300,8,7,2
22586,TAI THAI,P,4,3,7185995556,11,11,3
22587,CHIPOTLE MEXICAN GRILL,P,4,1,2126736904,9,5,5
22588,SUBWAY,A,1,1,7187277779,2,1,1
22589,MOMOFUKU NOODLE BAR,B,1,0,2127777773,2,0,0
22590,GREEN OLIVE KOSHER PIZZA & FALAFEL,A,2,1,7189622365,4,3,3
22591,TAO HONG BAKERY,P,3,1,2122190981,9,3,3
22593,ELEVAGE,B,4,1,2129220930,9,1,1
22594,SZECHUAN DELIGHT RESTAURANT,A,1,1,7187885408,3,3,3
22595,MAMALEE,A,0,2,7187678680,0,6,3
22596,nimba,A,0,2,3474251220,0,8,4
22597,AVA LOUNGE,B,2,1,2129567020,4,1,1
22598,UNITED AIRLINES CLUB,A,1,4,7186321381,2,13,3
22599,CHICK CHUCK,A,0,1,2128131212,0,2,2
22600,STARBUCKS COFFEE,A,0,0,2124814690,0,0,0
22601,HALE & HEARTY SOUPS,A,3,2,6465903588,4,5,2
22602,Little Caesars,A,0,0,3472815958,0,0,0
22603,BARAWINE,A,0,2,6467564154,0,5,2
22604,"DUNKIN' DONUTS, BASKIN ROBBINS",B,2,3,7188430400,7,14,4
22605,PRIMADONNA RISTORANTE PIZZERIA,C,3,2,7184593500,7,8,4
22606,CRISP,A,1,1,6468974775,1,2,2
22607,GENTLEMAN FARMER,A,3,1,2126772172,7,3,3
22608,DUNKIN' DONUTS,C,1,1,7188400445,3,1,1
22609,THE JUICE PRESS,A,1,1,9177167513,1,1,1
22610,BEAST,C,1,3,7183996855,3,16,5
22611,GRIMALDI'S PIZZERIA,C,6,4,7186250300,31,17,4
22612,CONDE NAST,A,2,4,2122863961,9,10,2
22613,ARIYOSHI JAPANESE RESTAURANT,C,3,3,2123193490,11,12,4
22614,JIMBO'S HAMBURGER,A,1,3,3472251415,4,7,2
22615,GUH SONG CHINESE RESTAURANT,C,3,4,7182811810,14,10,2
22616,BLUE BOTTLE COFFEE,A,1,1,9173198656,1,1,1
22617,RAMEN-VA WEST VILLAGE NYC,B,3,4,2129895440,14,11,2
22618,COURTSIDE LOUNGE SPORTS BAR,A,1,2,7184171170,1,7,3
22619,TAQUERIA LOS PABLANOS,C,2,2,7188535705,4,6,3
22620,NEW YORK DOG HOUSE,A,0,0,7182743647,0,0,0
22621,CORBET AND CONLEY,B,4,2,2129823939,12,4,2
22622,CARIBE STAR,P,4,2,7183860387,18,9,4
22623,ANGELO'S PIZZA,B,1,1,7183358637,4,2,2
22624,ON MONTROSE AVE EATERY,A,2,2,7183024600,4,5,2
22625,POTBELLY SANDWICH WORKS,A,4,1,6462894206,10,3,3
22627,CLUB GERA GERA,P,2,3,2128880558,10,16,5
22628,CANAL ROOM,B,2,2,2129418100,6,6,3
22629,MANDARIN ORIENTAL HOTEL,A,2,0,2128058800,3,0,0
22630,THE ODEON,A,0,3,2122330507,0,11,3
22631,LIN KEE HONG CHINESE RESTAURANT,P,3,1,7185422565,9,2,2
22632,BEST WESTERN HOTEL HOSPITALITY HOUSE,A,2,1,2127538781,3,2,2
22633,ONE 7 KARAOKE,B,3,1,2126753527,11,1,1
22634,CROWN GRILL FRIED CHICKEN & PIZZA,A,0,1,7188801881,0,1,1
22635,BIG WONG CHINESE RESTAURANT,A,1,1,7185188906,3,3,3
22637,THE SHANTY,A,1,1,7188783579,1,2,2
22638,HONG KONG KITCHEN,A,0,4,7185629059,0,11,2
22639,YUMMY SUSHI,A,2,2,2129963666,5,6,3
22640,VAN DAM DELI,C,5,2,7187869826,22,6,3
22641,EDISON RESTAURANT,C,1,5,7188931339,5,18,3
22642,BLK MKT,C,4,4,2126149798,9,16,4
22643,LA DULZURA RESTAURANT,P,0,2,3473765313,0,12,6
22644,NILES RESTAURANT,A,5,1,2126290210,16,2,2
22645,TINY'S GIANT SANDWICH SHOP,B,1,2,9177014824,3,5,2
22646,CLINTON HILL BURGERS,A,1,1,9176186310,1,2,2
22647,B & B BAKERY,C,4,1,7188295198,11,2,2
22648,HUNAN COTTAGE,C,3,2,7189987505,7,6,3
22649,LAURA'S PIZZA,A,0,1,7184321313,0,4,4
22650,ROYAL CATERERS,C,6,2,7185912777,30,9,4
22652,JUNIOR'S BLUE MARBLE & MORE,A,1,1,9176186310,1,1,1
22653,MESKE ETHIOPIAN RESTAURANT,A,4,1,2123991949,8,3,3
22654,QUEEN SHEEBA RESTAURANT,P,4,2,2128626149,12,7,3
22655,KPMG CAFE,A,1,0,2128725664,1,0,0
22656,GOURMET CAFE,P,4,6,7182220090,13,14,2
22658,JEROME'S PIZZA & PASTA,C,5,1,7189333455,16,2,2
22660,UNION SQUARE EVENTS,A,2,1,9175667690,4,1,1
22661,FASHION INSTITUTE OF TECHNOLOGY DAVID DUBINSKY STUDENT CENTER,P,3,3,2122175773,7,10,3
22662,TSAMPA,P,4,3,2126143226,20,8,2
22663,SHAYNA'S RESTAURANT,A,1,1,7182828190,3,2,2
22664,JUICE4U,A,0,2,7189308560,0,3,1
22665,HARRY'S ITALIAN PIZZA PARLOR,A,0,1,2122181450,0,1,1
22666,CHRISTOPHER'S PALACE,P,4,3,7182164192,12,4,1
